"location","lat","lon"
"Results","38.9040538","-77.0340663"
"Since","9.241075","-75.146445"
"marchen","35.6812333","139.7687061"
"Capacity WORKS","41.862512","-73.550865"
"May","39.4042837","-82.1247835"
"Value","37.533639","-95.8262486"
"d’un","47.8170689","-122.3256668"
"Prozeß","38.6481768","-90.5351547"
"Personal","36.1313534","-95.9648362"
"Impact","36.1024772","-95.8662294"
"Workshop","35.2474012","-81.6915235"
"Since","9.241075","-75.146445"
"Capacity WORKS","41.862512","-73.550865"
"Capacity WORKS","41.862512","-73.550865"
"Capacity WORKS","41.862512","-73.550865"
"Capacity WORKS","41.862512","-73.550865"
"Capacity WORKS","41.862512","-73.550865"
"CCD","39.7414545","-105.0051533"
"Workshop","35.2474012","-81.6915235"
"Capacity WORKS","41.862512","-73.550865"
"Workshop","35.2474012","-81.6915235"
"Baseline","44.9790143","-93.2300683"
"Capacity WORKS","41.862512","-73.550865"
"Service","27.7157401","-97.3934829"
"Baseline","44.9790143","-93.2300683"
"Programmphase","39.002793","-77.1044932"
"Output","40.7222889","-73.957836"
"Prozeß","38.6481768","-90.5351547"
"Quartal","-21.7589075","-41.3158096"
"Baseline","44.9790143","-93.2300683"
"Workshop","35.2474012","-81.6915235"
"Output","40.7222889","-73.957836"
"Workshop","35.2474012","-81.6915235"
"Capacity WORKS","41.862512","-73.550865"
"Capacity WORKS","41.862512","-73.550865"
"MS","32.3546679","-89.3985283"
"Capacity WORKS","41.862512","-73.550865"
"Prozeß","38.6481768","-90.5351547"
"MS","32.3546679","-89.3985283"
"Baseline","44.9790143","-93.2300683"
"Capacity WORKS","41.862512","-73.550865"
"Impact","36.1024772","-95.8662294"
"Personal","36.1313534","-95.9648362"
"Capacity WORKS","41.862512","-73.550865"
"Workshop","35.2474012","-81.6915235"
"Capacity WORKS","41.862512","-73.550865"
"Workshop","35.2474012","-81.6915235"
"Impact","36.1024772","-95.8662294"
"Impact","36.1024772","-95.8662294"
"Capacity WORKS","41.862512","-73.550865"
"Workshop","35.2474012","-81.6915235"
"Capacity WORKS","41.862512","-73.550865"
"Baseline","44.9790143","-93.2300683"
"Results","38.9040538","-77.0340663"
"Baseline","44.9790143","-93.2300683"
"marchen","35.6812333","139.7687061"
"Capacity WORKS","41.862512","-73.550865"
"Results","38.9040538","-77.0340663"
"Capacity WORKS","41.862512","-73.550865"
"Prozeß","38.6481768","-90.5351547"
"Workshop","35.2474012","-81.6915235"
"Challenges","36.149381","-95.966125"
"Results","38.9040538","-77.0340663"
"Capacity WORKS","41.862512","-73.550865"
"German","38.932611","-77.5272132"
"Personal","36.1313534","-95.9648362"
"Regionalfonds","32.3326763","-90.1975759"
"Prozeß","38.6481768","-90.5351547"
"Workshop","35.2474012","-81.6915235"
"Capacity WORKS","41.862512","-73.550865"
"German","38.932611","-77.5272132"
"marchen","35.6812333","139.7687061"
"Results","38.9040538","-77.0340663"
"Baseline","44.9790143","-93.2300683"
"German","38.932611","-77.5272132"
"MS","32.3546679","-89.3985283"
"Impact","36.1024772","-95.8662294"
"Capacity WORKS","41.862512","-73.550865"
"Challenges","36.149381","-95.966125"
"Lernen","30.5311284","-97.8014384"
"Since","9.241075","-75.146445"
"Capacity WORKS","41.862512","-73.550865"
"German","38.932611","-77.5272132"
"Capacity WORKS","41.862512","-73.550865"
"Results","38.9040538","-77.0340663"
"Consultants","38.9797793","-94.7088709"
"Ex-post","41.5026779","-74.0371499"
"F +","38.29491","-78.3337049"
"Ernte","34.7562082","135.1433704"
"Ex-post","41.5026779","-74.0371499"
"F +","38.29491","-78.3337049"
"Inception","37.391027","140.333111"
"D","37.7093735","-89.2199264"
"DED","41.6947136","-86.2272734"
"Lernen","30.5311284","-97.8014384"
"Provinz","42.5366348","-73.5358541"
"F +","38.29491","-78.3337049"
"F +","38.29491","-78.3337049"
"F +","38.29491","-78.3337049"
"Ex-post","41.5026779","-74.0371499"
"F +","38.29491","-78.3337049"
"Inception","37.391027","140.333111"
"Ministère de la Santé","46.797954","-71.246117"
"Personal","36.1313534","-95.9648362"
"total","36.4147139","-96.3892089"
"Europa","49.6140437","20.7041995"
"subsahara Afrika","-8.783195","34.508523"
"Europa","49.6140437","20.7041995"
"Westchina","29.895008","-97.6773165"
"Europa","49.6140437","20.7041995"
"Westchina","29.895008","-97.6773165"
"Europa","49.6140437","20.7041995"
"fondo de inversión social","-29.8993758","-71.2445823"
"fondo de inversión social","-29.8993758","-71.2445823"
"Europa","49.6140437","20.7041995"
"amran","29.6417619","-95.5993955"
"amran","29.6417619","-95.5993955"
"amran","29.6417619","-95.5993955"
"Europa","49.6140437","20.7041995"
"subsahara Afrika","-8.783195","34.508523"
"Europa","49.6140437","20.7041995"
"Europa","49.6140437","20.7041995"
"Europa","49.6140437","20.7041995"
"Europa","49.6140437","20.7041995"
"fondo de inversión social","-29.8993758","-71.2445823"
"Mare","-1.7753538","34.1531947"
"subsahara Afrika","-8.783195","34.508523"
"Europa","49.6140437","20.7041995"
"Europa","49.6140437","20.7041995"
"Mare","-1.7753538","34.1531947"
"Mare","-1.7753538","34.1531947"
"subsahara Afrika","-8.783195","34.508523"
"Europa","49.6140437","20.7041995"
"subsahara Afrika","-8.783195","34.508523"
"Europa","49.6140437","20.7041995"
"Europa","49.6140437","20.7041995"
"Europa","49.6140437","20.7041995"
"Europa","49.6140437","20.7041995"
"Gebiet","39.8407366","72.8988069"
"Mittel|Mitteln","38.2483659","-85.7494526"
"MSA","35.0338633","-80.8047015"
"Nuevo","33.801408","-117.145866"
"Ressourcenmanagement","50.0210675","8.291713"
"Skala","38.0740965","20.7968395"
"Strategie","37.6679931","-97.2449949"
"Synergie","45.6018477","-73.4513177"
"Weiterbildung","47.2421749","8.7167254"
"Gender","39.876468","-82.826997"
"Int","36.1322666","-95.8616074"
"Other","40.7245157","-73.9978552"
"total","36.4147139","-96.3892089"
"Gebiet","39.8407366","72.8988069"
"Negros Occidental","10.2925609","123.0246518"
"Gebiet","39.8407366","72.8988069"
"Projekt","40.6844493","-73.9739387"
"Transparenz","-7.0990659","-34.8446593"
"Projekt","40.6844493","-73.9739387"
"Synergie","45.6018477","-73.4513177"
"Url","27.7628428","-82.6372659"
"Europa","35.1142805","-80.9270145"
"Europa","35.1142805","-80.9270145"
"Int","36.1322666","-95.8616074"
"Westchina","35.86166","104.195397"
"I1","2.9429748","101.876042"
"Indicators","22.3643535","88.0949609"
"MSA","35.0338633","-80.8047015"
"Poverty","37.5708791","-87.321111"
"Nr. 3","3.8490171","72.9562874"
"U.a","36.1957169","-95.941058"
"Int","36.1322666","-95.8616074"
"Poverty","37.5708791","-87.321111"
"Europa","35.1142805","-80.9270145"
"Centre","40.8765649","-77.8367282"
"Jugendorganisation","38.8374377","-76.9890553"
"Mittel|Mitteln","38.2483659","-85.7494526"
"NWFP","34.9526205","72.331113"
"Strategie","37.6679931","-97.2449949"
"Int","36.1322666","-95.8616074"
"Plan","41.8859674","-87.6235552"
"Projekt","40.6844493","-73.9739387"
"Mittel|Mitteln","38.2483659","-85.7494526"
"Projekt","40.6844493","-73.9739387"
"Satisfactory","33.9533158","-83.3941121"
"Centre","40.8765649","-77.8367282"
"Luang Namtha","20.9709135","101.4112049"
"MSA","35.0338633","-80.8047015"
"Synergie","45.6018477","-73.4513177"
"Gebiet","39.8407366","72.8988069"
"Int","36.1322666","-95.8616074"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"Manejo","-22.4713811","-44.4565247"
"Gebiet","39.8407366","72.8988069"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"Gender","39.876468","-82.826997"
"Approach","48.5507395","-103.7659445"
"Europa","35.1142805","-80.9270145"
"Institution","42.2113298","-79.4677233"
"Projekt","40.6844493","-73.9739387"
"Int","36.1322666","-95.8616074"
"Projekt","40.6844493","-73.9739387"
"Institution","42.2113298","-79.4677233"
"Projekt","40.6844493","-73.9739387"
"regional","37.5339417","-95.8146778"
"Gebiet","39.8407366","72.8988069"
"Int","36.1322666","-95.8616074"
"Manejo","-22.4713811","-44.4565247"
"Synergie","45.6018477","-73.4513177"
"MSA","35.0338633","-80.8047015"
"Gebiet","39.8407366","72.8988069"
"Projekt","40.6844493","-73.9739387"
"Int","36.1322666","-95.8616074"
"Url","27.7628428","-82.6372659"
"Projekt","40.6844493","-73.9739387"
"Skala","38.0740965","20.7968395"
"Synergie","45.6018477","-73.4513177"
"Int","36.1322666","-95.8616074"
"Projekt","40.6844493","-73.9739387"
"Other","40.7245157","-73.9978552"
"Projekt","40.6844493","-73.9739387"
"lesen","51.8419861","16.5937545"
"Mittel|Mitteln","38.2483659","-85.7494526"
"Projekt","40.6844493","-73.9739387"
"February","36.333438","-82.4995913"
"Indicators","22.3643535","88.0949609"
"Institution","42.2113298","-79.4677233"
"Projekt","40.6844493","-73.9739387"
"Western Province","6.9016086","80.0087746"
"En","6.6069357","7.5247243"
"La","34.0522342","-118.2436849"
"MSA","35.0338633","-80.8047015"
"regional","37.5339417","-95.8146778"
"F+49","32.889487","-90.3868581"
"C2","34.0683105","-84.2814894"
"February","36.333438","-82.4995913"
"Group","28.196646","-82.73996"
"Indicators","22.3643535","88.0949609"
"Other","40.7245157","-73.9978552"
"Regarding","38.8987008","-94.7914304"
"Gebiet","39.8407366","72.8988069"
"MSA","35.0338633","-80.8047015"
"En","6.6069357","7.5247243"
"lesen","51.8419861","16.5937545"
"Resultados","-22.0197056","-47.9166002"
"La","34.0522342","-118.2436849"
"regional","37.5339417","-95.8146778"
"Projekt","40.6844493","-73.9739387"
"Gaborone","-24.6282079","25.9231471"
"Indicators","22.3643535","88.0949609"
"SADC","46.767017","-71.31004"
"Synergie","45.6018477","-73.4513177"
"I1","2.9429748","101.876042"
"Projekt","40.6844493","-73.9739387"
"Ressourcenmanagement","50.0210675","8.291713"
"Indicators","22.3643535","88.0949609"
"La","34.0522342","-118.2436849"
"Projekt","40.6844493","-73.9739387"
"MSA","35.0338633","-80.8047015"
"Western Province","6.9016086","80.0087746"
"Projekt","40.6844493","-73.9739387"
"Mittel|Mitteln","38.2483659","-85.7494526"
"Synergie","45.6018477","-73.4513177"
"Synergie","45.6018477","-73.4513177"
"Europa","35.1142805","-80.9270145"
"Projekt","40.6844493","-73.9739387"
"Projekt","40.6844493","-73.9739387"
"Europa","35.1142805","-80.9270145"
"Institution","42.2113298","-79.4677233"
"Int","36.1322666","-95.8616074"
"SWAp","41.670877","-88.101477"
"U.a","36.1957169","-95.941058"
"Projekt","40.6844493","-73.9739387"
"Europa","35.1142805","-80.9270145"
"MSA","35.0338633","-80.8047015"
"La","34.0522342","-118.2436849"
"Centre","40.8765649","-77.8367282"
"En","6.6069357","7.5247243"
"La","34.0522342","-118.2436849"
"Gebiet","39.8407366","72.8988069"
"Synergie","45.6018477","-73.4513177"
"Development Partner","36.102559","-95.939472"
"Gute","9.0320848","36.6714516"
"MSA","35.0338633","-80.8047015"
"Group","28.196646","-82.73996"
"Indicators","22.3643535","88.0949609"
"MSA","35.0338633","-80.8047015"
"Centre","40.8765649","-77.8367282"
"Europa","35.1142805","-80.9270145"
"Projekt","40.6844493","-73.9739387"
"Int","36.1322666","-95.8616074"
"Projekt","40.6844493","-73.9739387"
"Other","40.7245157","-73.9978552"
"Après","44.8974345","-93.4374388"
"La","34.0522342","-118.2436849"
"total","36.4147139","-96.3892089"
"MSA","35.0338633","-80.8047015"
"Int","36.1322666","-95.8616074"
"Projekt","40.6844493","-73.9739387"
"Synergie","45.6018477","-73.4513177"
"Europa","35.1142805","-80.9270145"
"Mittler","38.8242465","-91.0014691"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"Gemeindeverwaltung","48.68539","8.18947"
"Gender","39.876468","-82.826997"
"Gremium","48.1432828","17.111568"
"Projekt","40.6844493","-73.9739387"
"Synergie","45.6018477","-73.4513177"
"Gebiet","39.8407366","72.8988069"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"Indicators","22.3643535","88.0949609"
"regional","37.5339417","-95.8146778"
"En","6.6069357","7.5247243"
"lesen","51.8419861","16.5937545"
"lesen","51.8419861","16.5937545"
"Monitoreo","27.4882229","-109.9399483"
"MSA","35.0338633","-80.8047015"
"regional","37.5339417","-95.8146778"
"Indicators","22.3643535","88.0949609"
"Negros Occidental","10.2925609","123.0246518"
"Projekt","40.6844493","-73.9739387"
"Institution","42.2113298","-79.4677233"
"Int","36.1322666","-95.8616074"
"Nr. 3","3.8490171","72.9562874"
"Projekt","40.6844493","-73.9739387"
"Synergie","45.6018477","-73.4513177"
"February","36.333438","-82.4995913"
"Indicators","22.3643535","88.0949609"
"En","6.6069357","7.5247243"
"La","34.0522342","-118.2436849"
"La","34.0522342","-118.2436849"
"la","34.0522342","-118.2436849"
"Manejo","-22.4713811","-44.4565247"
"Monitoreo","27.4882229","-109.9399483"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"Gaborone","-24.6282079","25.9231471"
"SADC","46.767017","-71.31004"
"Institution","42.2113298","-79.4677233"
"Gebiet","39.8407366","72.8988069"
"Mittel|Mitteln","38.2483659","-85.7494526"
"Synergie","45.6018477","-73.4513177"
"Indicators","22.3643535","88.0949609"
"Indicators","22.3643535","88.0949609"
"Mittel|Mitteln","38.2483659","-85.7494526"
"Mittler","38.8242465","-91.0014691"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"MSA","35.0338633","-80.8047015"
"Satisfactory","33.9533158","-83.3941121"
"MSA","35.0338633","-80.8047015"
"Transparenz","-7.0990659","-34.8446593"
"SWAp","41.670877","-88.101477"
"Synergie","45.6018477","-73.4513177"
"Institution","42.2113298","-79.4677233"
"MSA","35.0338633","-80.8047015"
"lesen","51.8419861","16.5937545"
"Monitoreo","27.4882229","-109.9399483"
"Resultados","-22.0197056","-47.9166002"
"Europa","35.1142805","-80.9270145"
"Projekt","40.6844493","-73.9739387"
"La","34.0522342","-118.2436849"
"lesen","51.8419861","16.5937545"
"Indicators","22.3643535","88.0949609"
"Int","36.1322666","-95.8616074"
"Mittel|Mitteln","38.2483659","-85.7494526"
"Projekt","40.6844493","-73.9739387"
"Strategie","37.6679931","-97.2449949"
"Gremium","48.1432828","17.111568"
"Int","36.1322666","-95.8616074"
"MSA","35.0338633","-80.8047015"
"regional","37.5339417","-95.8146778"
"Group","28.196646","-82.73996"
"Indicators","22.3643535","88.0949609"
"MSA","35.0338633","-80.8047015"
"Strategie","37.6679931","-97.2449949"
"Synergie","45.6018477","-73.4513177"
"Indicators","22.3643535","88.0949609"
"regional","37.5339417","-95.8146778"
"Indicators","22.3643535","88.0949609"
"Europa","35.1142805","-80.9270145"
"Synergie","45.6018477","-73.4513177"
"Gebiet","39.8407366","72.8988069"
"Synergie","45.6018477","-73.4513177"
"Indicators","22.3643535","88.0949609"
"s’il","31.046051","34.851612"
"La GTZ","30.6263903","-90.4987142"
"erfolgreich","53.36924","8.14663"
"Synergie","45.6018477","-73.4513177"
"MSA","35.0338633","-80.8047015"
"MSA","35.0338633","-80.8047015"
"Plan","41.8859674","-87.6235552"
"MSA","35.0338633","-80.8047015"
"Url","27.7628428","-82.6372659"
"Synergie","45.6018477","-73.4513177"
"Europa","35.1142805","-80.9270145"
"Synergie","45.6018477","-73.4513177"
"Gender","39.876468","-82.826997"
"Capacity Works","41.862512","-73.550865"
"Synergie","45.6018477","-73.4513177"
"Projekt","40.6844493","-73.9739387"
"Europa","35.1142805","-80.9270145"
"Gute","9.0320848","36.6714516"
"Strategie","37.6679931","-97.2449949"
"Transparenz","-7.0990659","-34.8446593"
"MSA","35.0338633","-80.8047015"
"Luang Namtha","20.9709135","101.4112049"
"MSA","35.0338633","-80.8047015"
"MSA","35.0338633","-80.8047015"
"Indicators","22.3643535","88.0949609"
"Int","36.1322666","-95.8616074"
"MSA","35.0338633","-80.8047015"
"MSA","35.0338633","-80.8047015"
"total","36.4147139","-96.3892089"
"Transparenz","-7.0990659","-34.8446593"
"MSA","35.0338633","-80.8047015"
"MSA","35.0338633","-80.8047015"
"Indicators","22.3643535","88.0949609"
"Other","40.7245157","-73.9978552"
"Gaborone","-24.6282079","25.9231471"
"Europa","35.1142805","-80.9270145"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"regional","37.5339417","-95.8146778"
"MSA","35.0338633","-80.8047015"
"s’il","31.046051","34.851612"
"La GTZ","30.6263903","-90.4987142"
"MSA","35.0338633","-80.8047015"
"MSA","35.0338633","-80.8047015"
"total","36.4147139","-96.3892089"
"C3","38.9965468","-77.0289658"
"C4","44.907002","-116.0964606"
"La","34.0522342","-118.2436849"
"Development Partner","36.102559","-95.939472"
"SWAp","41.670877","-88.101477"
"I1","2.9429748","101.876042"
"total","36.4147139","-96.3892089"
"MSA","35.0338633","-80.8047015"
"Livingstone","40.7862871","-74.3300842"
"Katanga","-8.8851145","26.419389"
"Capacity Works","41.862512","-73.550865"
"Gender","39.876468","-82.826997"
"La GTZ","30.6263903","-90.4987142"
"MSA","35.0338633","-80.8047015"
"Strategie","37.6679931","-97.2449949"
"Synergie","45.6018477","-73.4513177"
"Strategie","37.6679931","-97.2449949"
"Synergie","45.6018477","-73.4513177"
"U.a","36.1957169","-95.941058"
"Url","27.7628428","-82.6372659"
"Europa","35.1142805","-80.9270145"
"Gebiet","39.8407366","72.8988069"
"Gute","9.0320848","36.6714516"
"Synergie","45.6018477","-73.4513177"
"Centre","40.8765649","-77.8367282"
"s’il","31.046051","34.851612"
"MSA","35.0338633","-80.8047015"
"Gute","9.0320848","36.6714516"
"Strategie","37.6679931","-97.2449949"
"Transparenz","-7.0990659","-34.8446593"
"Approach","48.5507395","-103.7659445"
"MSA","35.0338633","-80.8047015"
"Indicators","22.3643535","88.0949609"
"Other","40.7245157","-73.9978552"
"Western Province","6.9016086","80.0087746"
"Après","44.8974345","-93.4374388"
"Centre","40.8765649","-77.8367282"
"La","34.0522342","-118.2436849"
"February","36.333438","-82.4995913"
"Indicators","22.3643535","88.0949609"
"Gebiet","39.8407366","72.8988069"
"Mittel|Mitteln","38.2483659","-85.7494526"
"MSA","35.0338633","-80.8047015"
"Synergie","45.6018477","-73.4513177"
"Europa","35.1142805","-80.9270145"
"Gebiet","39.8407366","72.8988069"
"Indicators","22.3643535","88.0949609"
"Int","36.1322666","-95.8616074"
"En","6.6069357","7.5247243"
"la","34.0522342","-118.2436849"
"La","34.0522342","-118.2436849"
"La","34.0522342","-118.2436849"
"Nuevo","33.801408","-117.145866"
"Europa","35.1142805","-80.9270145"
"Int","36.1322666","-95.8616074"
"Synergie","45.6018477","-73.4513177"
"La","34.0522342","-118.2436849"
"s’il","31.046051","34.851612"
"Negros Occidental","10.2925609","123.0246518"
"Europa","35.1142805","-80.9270145"
"MSA","35.0338633","-80.8047015"
"Synergie","45.6018477","-73.4513177"
"Mittel|Mitteln","38.2483659","-85.7494526"
"Synergie","45.6018477","-73.4513177"
"Synergie","45.6018477","-73.4513177"
"Europa","35.1142805","-80.9270145"
"s’il","31.046051","34.851612"
"Centre","40.8765649","-77.8367282"
"MSA","35.0338633","-80.8047015"
"Synergie","45.6018477","-73.4513177"
"Transparenz","-7.0990659","-34.8446593"
"Projekt","40.6844493","-73.9739387"
"regional","37.5339417","-95.8146778"
"Projekt","40.6844493","-73.9739387"
"Mittler","38.8242465","-91.0014691"
"MSA","35.0338633","-80.8047015"
"Synergie","45.6018477","-73.4513177"
"Europa","35.1142805","-80.9270145"
"Gebiet","39.8407366","72.8988069"
"K2","35.8799875","76.5151001"
"Indicators","22.3643535","88.0949609"
"Gebiet","39.8407366","72.8988069"
"Indicators","22.3643535","88.0949609"
"MSA","35.0338633","-80.8047015"
"Institution","42.2113298","-79.4677233"
"Gender","39.876468","-82.826997"
"REDD+","38.399469","-122.358719"
"Gebiet","39.8407366","72.8988069"
"MSA","35.0338633","-80.8047015"
"Energy","40.4042001","-92.3457421"
"Gute","9.0320848","36.6714516"
"Energy","40.4042001","-92.3457421"
"Gebiet","39.8407366","72.8988069"
"Katanga","-8.8851145","26.419389"
"REDD+","38.399469","-122.358719"
"Centre","40.8765649","-77.8367282"
"C3","38.9965468","-77.0289658"
"La","34.0522342","-118.2436849"
"Nuevo","33.801408","-117.145866"
"regional","37.5339417","-95.8146778"
"Indicators","22.3643535","88.0949609"
"MSA","35.0338633","-80.8047015"
"Indicators","22.3643535","88.0949609"
"Approach","48.5507395","-103.7659445"
"C2","34.0683105","-84.2814894"
"C3","38.9965468","-77.0289658"
"February","36.333438","-82.4995913"
"MSA","35.0338633","-80.8047015"
"Satisfactory","33.9533158","-83.3941121"
"Gebiet","39.8407366","72.8988069"
"Europa","35.1142805","-80.9270145"
"C3","38.9965468","-77.0289658"
"C4","44.907002","-116.0964606"
"Currently","1.2792471","103.8488776"
"Development Partner","36.102559","-95.939472"
"February","36.333438","-82.4995913"
"NWFP","34.9526205","72.331113"
"Satisfactory","33.9533158","-83.3941121"
"MSA","35.0338633","-80.8047015"
"C4","44.907002","-116.0964606"
"Mittel|Mitteln","38.2483659","-85.7494526"
"MSA","35.0338633","-80.8047015"
"Synergie","45.6018477","-73.4513177"
"Synergie","45.6018477","-73.4513177"
"Int","36.1322666","-95.8616074"
"Other","40.7245157","-73.9978552"
"K2","35.8799875","76.5151001"
"Other","40.7245157","-73.9978552"
"Gender","39.876468","-82.826997"
"Capacity Works","41.862512","-73.550865"
"MSA","35.0338633","-80.8047015"
"La","34.0522342","-118.2436849"
"February","36.333438","-82.4995913"
"Gaborone","-24.6282079","25.9231471"
"SADC","46.767017","-71.31004"
"Après","44.8974345","-93.4374388"
"Collectivités Territoriales","42.0396042","9.0128926"
"la","34.0522342","-118.2436849"
"FFS","42.3193129","-71.1821415"
"Europa","35.1142805","-80.9270145"
"MSA","35.0338633","-80.8047015"
"Mittel|Mitteln","38.2483659","-85.7494526"
"REDD+","38.399469","-122.358719"
"Skala","38.0740965","20.7968395"
"C2","34.0683105","-84.2814894"
"Gemeindeverwaltung","48.68539","8.18947"
"Jugendorganisation","38.8374377","-76.9890553"
"K2","35.8799875","76.5151001"
"La","34.0522342","-118.2436849"
"Mittel|Mitteln","38.2483659","-85.7494526"
"Mittler","38.8242465","-91.0014691"
"MSA","35.0338633","-80.8047015"
"Resultados","-22.0197056","-47.9166002"
"U.a","36.1957169","-95.941058"
"Katanga","-8.8851145","26.419389"
"Synergie","45.6018477","-73.4513177"
"Transparenz","-7.0990659","-34.8446593"
"February","36.333438","-82.4995913"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"Indicators","22.3643535","88.0949609"
"MSA","35.0338633","-80.8047015"
"Updated","41.3246849","-81.7582605"
"Gebiet","39.8407366","72.8988069"
"Skala","38.0740965","20.7968395"
"Synergie","45.6018477","-73.4513177"
"Indicators","22.3643535","88.0949609"
"Gebiet","39.8407366","72.8988069"
"Gebiet","39.8407366","72.8988069"
"Mittel|Mitteln","38.2483659","-85.7494526"
"MSA","35.0338633","-80.8047015"
"Nuevo","33.801408","-117.145866"
"Ressourcenmanagement","50.0210675","8.291713"
"Skala","38.0740965","20.7968395"
"Strategie","37.6679931","-97.2449949"
"Synergie","45.6018477","-73.4513177"
"Weiterbildung","47.2421749","8.7167254"
"Gender","39.876468","-82.826997"
"Projekt","40.6844493","-73.9739387"
"Indicators","22.3643535","88.0949609"
"total","36.4147139","-96.3892089"
"Indicators","22.3643535","88.0949609"
"Gebiet","39.8407366","72.8988069"
"Europa","35.1142805","-80.9270145"
"SRGR","28.5809081","77.3226471"
"C2","34.0683105","-84.2814894"
"Europa","35.1142805","-80.9270145"
"regional","37.5339417","-95.8146778"
"Approach","48.5507395","-103.7659445"
"Centre","40.8765649","-77.8367282"
"Other","40.7245157","-73.9978552"
"February","36.333438","-82.4995913"
"February","36.333438","-82.4995913"
"Europa","35.1142805","-80.9270145"
"MSA","35.0338633","-80.8047015"
"Currently","1.2792471","103.8488776"
"Gebiet","39.8407366","72.8988069"
"Strategie","37.6679931","-97.2449949"
"Synergie","45.6018477","-73.4513177"
"Currently","1.2792471","103.8488776"
"MSA","35.0338633","-80.8047015"
"Projekt","40.6844493","-73.9739387"
"Synergie","45.6018477","-73.4513177"
"Strategie","37.6679931","-97.2449949"
"Synergie","45.6018477","-73.4513177"
"La","34.0522342","-118.2436849"
"Mittel|Mitteln","38.2483659","-85.7494526"
"NWFP","34.9526205","72.331113"
"regional","37.5339417","-95.8146778"
"Gebiet","39.8407366","72.8988069"
"Luang Namtha","20.9709135","101.4112049"
"Synergie","45.6018477","-73.4513177"
"C3","38.9965468","-77.0289658"
"Capacity Works","41.862512","-73.550865"
"Synergie","45.6018477","-73.4513177"
"February","36.333438","-82.4995913"
"regional","37.5339417","-95.8146778"
"February","36.333438","-82.4995913"
"Poverty","37.5708791","-87.321111"
"WRM","38.9695545","-77.3860976"
"Gebiet","39.8407366","72.8988069"
"lesen","51.8419861","16.5937545"
"Projekt","40.6844493","-73.9739387"
"Collectivités Territoriales","42.0396042","9.0128926"
"Gute","9.0320848","36.6714516"
"MSA","35.0338633","-80.8047015"
"Synergie","45.6018477","-73.4513177"
"Transparenz","-7.0990659","-34.8446593"
"Energy","40.4042001","-92.3457421"
"Indicators","22.3643535","88.0949609"
"Plan","41.8859674","-87.6235552"
"erfolgreich","53.36924","8.14663"
"Transparenz","-7.0990659","-34.8446593"
"regional","37.5339417","-95.8146778"
"Europa","35.1142805","-80.9270145"
"Gremium","48.1432828","17.111568"
"MSA","35.0338633","-80.8047015"
"Synergie","45.6018477","-73.4513177"
"Approach","48.5507395","-103.7659445"
"Url","27.7628428","-82.6372659"
"K2","35.8799875","76.5151001"
"Synergie","45.6018477","-73.4513177"
"Gebiet","39.8407366","72.8988069"
"Capacity Works","41.862512","-73.550865"
"Synergie","45.6018477","-73.4513177"
"Gaborone","-24.6282079","25.9231471"
"RBO","38.7091706","-90.4334489"
"Gaborone","-24.6282079","25.9231471"
"Regarding","38.8987008","-94.7914304"
"Europa","35.1142805","-80.9270145"
"Nr. 3","3.8490171","72.9562874"
"Development Partner","36.102559","-95.939472"
"RBO","38.7091706","-90.4334489"
"lesen","51.8419861","16.5937545"
"MSA","35.0338633","-80.8047015"
"SWAp","41.670877","-88.101477"
"Europa","35.1142805","-80.9270145"
"regional","37.5339417","-95.8146778"
"Synergie","45.6018477","-73.4513177"
"Gebiet","39.8407366","72.8988069"
"Gemeindeverwaltung","48.68539","8.18947"
"Jugendorganisation","38.8374377","-76.9890553"
"Synergie","45.6018477","-73.4513177"
"Synergie","45.6018477","-73.4513177"
"Gebiet","39.8407366","72.8988069"
"Synergie","45.6018477","-73.4513177"
"Transparenz","-7.0990659","-34.8446593"
"C2","34.0683105","-84.2814894"
"C3","38.9965468","-77.0289658"
"Synergie","45.6018477","-73.4513177"
"Synergie","45.6018477","-73.4513177"
"Capacity Works","41.862512","-73.550865"
"La","34.0522342","-118.2436849"
"Development Partner","36.102559","-95.939472"
"Collectivités Territoriales","42.0396042","9.0128926"
"La","34.0522342","-118.2436849"
"MSA","35.0338633","-80.8047015"
"s’il","31.046051","34.851612"
"Projekt","40.6844493","-73.9739387"
"La","34.0522342","-118.2436849"
"Centre","40.8765649","-77.8367282"
"Livingstone","40.7862871","-74.3300842"
"Indicators","22.3643535","88.0949609"
"Livingstone","40.7862871","-74.3300842"
"WRM","38.9695545","-77.3860976"
"Updated","41.3246849","-81.7582605"
"lesen","51.8419861","16.5937545"
"Livingstone","40.7862871","-74.3300842"
"K2","35.8799875","76.5151001"
"SRGR","28.5809081","77.3226471"
"Mittel|Mitteln","38.2483659","-85.7494526"
